311.864, 129.494, 3.549,  3.620 False
311.744, 129.494, 3.582,  3.653 False
311.624, 129.494, 3.615,  3.686 False
311.503, 129.494, 3.648,  3.719 False
311.380, 129.494, 3.681,  3.752 False
311.257, 129.494, 3.714,  3.785 False
311.132, 129.494, 3.747,  3.818 False
311.007, 129.494, 3.781,  3.851 False
310.880, 129.494, 3.814,  3.884 False
310.752, 129.494, 3.846,  3.917 False
310.623, 129.494, 3.879,  3.950 False
310.493, 129.494, 3.911,  3.983 False
310.362, 129.495, 3.942,  4.016 False
310.229, 129.495, 3.974,  4.049 False
310.096, 129.495, 4.005,  4.082 False
309.962, 129.495, 4.036,  4.115 False
309.827, 129.495, 4.067,  4.148 False
309.690, 129.495, 4.098,  4.181 False
309.553, 129.495, 4.130,  4.214 False
309.414, 129.495, 4.161,  4.247 False
309.275, 129.495, 4.192,  4.280 False
309.134, 129.495, 4.224,  4.313 False
308.993, 129.495, 4.255,  4.346 False
308.850, 129.495, 4.287,  4.379 False
308.707, 129.495, 4.318,  4.412 False
308.562, 129.495, 4.350,  4.445 False
308.416, 129.495, 4.382,  4.478 False
308.269, 129.495, 4.413,  4.511 False
308.121, 129.495, 4.444,  4.544 False
307.972, 129.496, 4.475,  4.577 False
307.822, 129.496, 4.506,  4.610 False
307.672, 129.496, 4.537,  4.643 False
307.520, 129.496, 4.568,  4.676 False
307.366, 129.496, 4.599,  4.709 False
307.212, 129.496, 4.630,  4.742 False
307.057, 129.496, 4.661,  4.775 False
306.901, 129.496, 4.691,  4.808 False
306.744, 129.496, 4.722,  4.841 False
306.586, 129.498, 4.751,  4.874 False
306.427, 129.500, 4.781,  4.907 False
306.267, 129.504, 4.812,  4.940 False
306.106, 129.506, 4.844,  4.973 False
305.943, 129.510, 4.874,  5.006 False
305.780, 129.514, 4.906,  5.039 False
305.616, 129.519, 4.937,  5.072 False
305.451, 129.522, 4.968,  5.105 False
305.284, 129.527, 4.999,  5.138 False
305.117, 129.533, 5.029,  5.171 False
304.949, 129.539, 5.060,  5.204 False
304.779, 129.544, 5.091,  5.237 False
304.609, 129.550, 5.121,  5.270 False
304.438, 129.557, 5.151,  5.303 False
304.265, 129.564, 5.177,  5.336 False
304.093, 129.572, 5.188,  5.369 False
303.920, 129.580, 5.183,  5.402 False
303.748, 129.588, 5.182,  5.435 False
303.575, 129.596, 5.192,  5.468 False
303.402, 129.603, 5.210,  5.501 False
303.228, 129.611, 5.236,  5.534 False
303.053, 129.618, 5.267,  5.567 False
302.877, 129.627, 5.303,  5.600 False
302.699, 129.635, 5.342,  5.633 False
302.520, 129.643, 5.382,  5.666 False
302.340, 129.652, 5.423,  5.699 False
302.158, 129.660, 5.463,  5.732 False
301.975, 129.668, 5.504,  5.765 False
301.790, 129.677, 5.544,  5.798 False
301.605, 129.686, 5.583,  5.831 False
301.418, 129.696, 5.622,  5.864 False
301.230, 129.705, 5.660,  5.897 False
301.040, 129.715, 5.697,  5.930 False
300.850, 129.726, 5.733,  5.963 False
300.658, 129.738, 5.769,  5.996 False
300.465, 129.749, 5.805,  6.029 False
300.271, 129.759, 5.840,  6.062 False
300.076, 129.770, 5.874,  6.095 False
299.880, 129.781, 5.908,  6.128 False
299.682, 129.792, 5.942,  6.161 False
299.484, 129.803, 5.976,  6.194 False
299.284, 129.815, 6.009,  6.227 False
299.084, 129.826, 6.042,  6.260 False
298.882, 129.837, 6.075,  6.293 False
298.679, 129.849, 6.109,  6.326 False
298.475, 129.861, 6.142,  6.359 False
298.270, 129.873, 6.175,  6.392 False
298.063, 129.885, 6.207,  6.425 False
297.856, 129.898, 6.239,  6.458 False
297.648, 129.910, 6.270,  6.491 False
297.438, 129.922, 6.303,  6.524 False
297.228, 129.935, 6.334,  6.557 False
297.017, 129.947, 6.366,  6.590 False
296.804, 129.960, 6.397,  6.623 False
296.590, 129.972, 6.430,  6.656 False
296.376, 129.985, 6.461,  6.689 False
296.160, 129.998, 6.493,  6.722 False
295.943, 130.011, 6.524,  6.755 False
295.725, 130.024, 6.555,  6.788 False
295.507, 130.037, 6.586,  6.821 False
295.287, 130.050, 6.617,  6.854 False
295.066, 130.063, 6.648,  6.887 False
294.844, 130.076, 6.679,  6.920 False
294.621, 130.090, 6.709,  6.953 False
294.397, 130.103, 6.739,  6.986 False
294.172, 130.117, 6.768,  7.019 False
293.946, 130.131, 6.798,  7.052 False
293.720, 130.144, 6.827,  7.085 False
293.492, 130.158, 6.857,  7.118 False
293.263, 130.172, 6.886,  7.151 False
293.033, 130.186, 6.916,  7.184 False
292.802, 130.200, 6.945,  7.217 False
292.571, 130.214, 6.975,  7.250 False
292.338, 130.228, 7.004,  7.283 False
292.104, 130.242, 7.034,  7.316 False
291.869, 130.256, 7.063,  7.349 False
291.634, 130.270, 7.093,  7.382 False
291.397, 130.284, 7.121,  7.415 False
291.160, 130.300, 7.150,  7.448 False
290.921, 130.315, 7.180,  7.481 False
290.681, 130.330, 7.210,  7.514 False
290.441, 130.345, 7.239,  7.547 False
290.199, 130.360, 7.269,  7.580 False
289.957, 130.375, 7.298,  7.613 False
289.713, 130.390, 7.328,  7.646 False
289.469, 130.405, 7.357,  7.679 False
289.223, 130.420, 7.387,  7.712 False
288.977, 130.435, 7.415,  7.745 False
288.729, 130.450, 7.445,  7.778 False
288.481, 130.465, 7.473,  7.811 False
288.231, 130.480, 7.503,  7.844 False
287.981, 130.495, 7.531,  7.877 False
287.730, 130.510, 7.561,  7.910 False
287.478, 130.525, 7.589,  7.943 False
287.224, 130.540, 7.618,  7.976 False
286.970, 130.555, 7.647,  8.009 False
286.715, 130.570, 7.676,  8.042 False
286.459, 130.585, 7.705,  8.075 False
286.202, 130.600, 7.735,  8.108 False
285.943, 130.615, 7.764,  8.141 False
285.684, 130.629, 7.794,  8.174 False
285.424, 130.644, 7.823,  8.207 False
285.163, 130.659, 7.853,  8.240 False
284.901, 130.674, 7.881,  8.273 False
284.638, 130.687, 7.911,  8.306 False
284.374, 130.701, 7.940,  8.339 False
284.109, 130.714, 7.970,  8.372 False
283.843, 130.727, 7.999,  8.405 False
283.576, 130.739, 8.029,  8.438 False
283.308, 130.751, 8.059,  8.471 False
283.038, 130.763, 8.089,  8.504 False
282.768, 130.774, 8.118,  8.537 False
282.497, 130.783, 8.146,  8.570 False
282.225, 130.791, 8.175,  8.603 False
281.952, 130.798, 8.205,  8.636 False
281.678, 130.804, 8.231,  8.669 False
281.403, 130.811, 8.252,  8.702 False
281.128, 130.818, 8.268,  8.735 False
280.852, 130.825, 8.281,  8.768 False
280.576, 130.831, 8.292,  8.801 False
280.299, 130.837, 8.300,  8.834 False
280.023, 130.842, 8.307,  8.867 False
279.746, 130.848, 8.313,  8.900 False
279.469, 130.853, 8.319,  8.933 False
279.192, 130.858, 8.323,  8.966 False
278.914, 130.861, 8.327,  8.999 False
278.637, 130.865, 8.330,  9.032 False
278.359, 130.869, 8.333,  9.065 False
278.082, 130.873, 8.336,  9.098 False
277.804, 130.876, 8.338,  9.131 False
277.526, 130.879, 8.339,  9.164 False
277.248, 130.881, 8.341,  9.197 False
276.970, 130.884, 8.343,  9.230 False
276.692, 130.886, 8.344,  9.263 False
276.414, 130.887, 8.345,  9.296 False
276.136, 130.888, 8.346,  9.329 False
275.858, 130.888, 8.347,  9.362 False
275.579, 130.888, 8.347,  9.395 False
275.301, 130.889, 8.348,  9.428 False
275.023, 130.889, 8.349,  9.461 False
274.745, 130.888, 8.349,  9.494 False
274.466, 130.887, 8.350,  9.527 False
274.188, 130.887, 8.350,  9.560 False
273.910, 130.886, 8.350,  9.593 False
273.632, 130.884, 8.350,  9.626 False
273.353, 130.883, 8.350,  9.659 False
273.075, 130.881, 8.350,  9.692 False
272.797, 130.878, 8.350,  9.725 False
272.518, 130.876, 8.351,  9.758 False
272.240, 130.873, 8.351,  9.791 False
271.962, 130.870, 8.351,  9.824 False
271.683, 130.867, 8.350,  9.857 False
271.405, 130.864, 8.350,  9.890 False
271.127, 130.861, 8.350,  9.923 False
270.848, 130.857, 8.350,  9.956 False
270.570, 130.853, 8.350,  9.989 False
270.292, 130.850, 8.350, 10.022 False
270.014, 130.845, 8.350, 10.055 False
269.735, 130.841, 8.349, 10.088 False
269.457, 130.836, 8.349, 10.121 False
269.179, 130.832, 8.349, 10.154 False
268.901, 130.826, 8.348, 10.187 False
268.622, 130.821, 8.348, 10.220 False
268.344, 130.816, 8.348, 10.253 False
268.066, 130.810, 8.348, 10.286 False
267.788, 130.804, 8.348, 10.319 False
267.509, 130.799, 8.347, 10.352 False
267.231, 130.793, 8.347, 10.385 False
266.953, 130.786, 8.347, 10.418 False
266.675, 130.780, 8.347, 10.451 False
266.397, 130.773, 8.346, 10.484 False
266.119, 130.766, 8.346, 10.517 False
265.841, 130.760, 8.346, 10.550 False
265.563, 130.753, 8.346, 10.583 False
265.284, 130.746, 8.345, 10.616 False
265.006, 130.738, 8.345, 10.649 False
264.728, 130.731, 8.345, 10.682 False
264.450, 130.723, 8.345, 10.715 False
264.172, 130.716, 8.344, 10.748 False
263.894, 130.708, 8.344, 10.781 False
263.616, 130.700, 8.344, 10.814 False
263.338, 130.692, 8.344, 10.847 False
263.060, 130.683, 8.343, 10.880 False
262.782, 130.674, 8.343, 10.913 False
262.504, 130.666, 8.343, 10.946 False
262.226, 130.657, 8.343, 10.979 False
261.948, 130.648, 8.343, 11.012 False
261.671, 130.639, 8.342, 11.045 False
261.393, 130.630, 8.342, 11.078 False
261.115, 130.621, 8.342, 11.111 False
260.837, 130.611, 8.341, 11.144 False
260.559, 130.601, 8.341, 11.177 False
260.281, 130.591, 8.341, 11.210 False
260.003, 130.581, 8.341, 11.243 False
259.725, 130.571, 8.341, 11.276 False
259.447, 130.561, 8.341, 11.309 False
259.170, 130.551, 8.341, 11.342 False
258.892, 130.541, 8.340, 11.375 False
258.614, 130.531, 8.340, 11.408 False
258.336, 130.520, 8.340, 11.441 False
258.058, 130.510, 8.340, 11.474 False
257.781, 130.500, 8.340, 11.507 False
257.503, 130.489, 8.340, 11.540 False
257.225, 130.478, 8.339, 11.573 False
256.947, 130.467, 8.339, 11.606 False
256.670, 130.456, 8.339, 11.639 False
256.392, 130.445, 8.339, 11.672 False
256.114, 130.434, 8.339, 11.705 False
255.836, 130.423, 8.339, 11.738 False
255.559, 130.412, 8.339, 11.771 False
255.281, 130.400, 8.338, 11.804 False
255.003, 130.389, 8.338, 11.837 False
254.726, 130.378, 8.338, 11.870 False
254.448, 130.366, 8.338, 11.903 False
254.170, 130.355, 8.338, 11.936 False
253.892, 130.344, 8.338, 11.969 False
253.615, 130.332, 8.338, 12.002 False
253.337, 130.321, 8.338, 12.035 False
253.059, 130.309, 8.337, 12.068 False
252.782, 130.297, 8.337, 12.101 False
252.504, 130.286, 8.337, 12.134 False
252.226, 130.274, 8.337, 12.167 False
251.949, 130.263, 8.337, 12.200 False
251.671, 130.251, 8.337, 12.233 False
251.394, 130.239, 8.337, 12.266 False
251.116, 130.227, 8.337, 12.299 False
250.838, 130.215, 8.337, 12.332 False
250.561, 130.203, 8.336, 12.365 False
250.283, 130.191, 8.336, 12.398 False
250.005, 130.179, 8.336, 12.431 False
249.728, 130.167, 8.336, 12.464 False
249.450, 130.155, 8.336, 12.497 False
249.173, 130.143, 8.336, 12.530 False
248.895, 130.131, 8.336, 12.563 False
248.617, 130.119, 8.336, 12.596 False
248.340, 130.107, 8.336, 12.629 False
248.062, 130.095, 8.336, 12.662 False
247.784, 130.083, 8.336, 12.695 False
247.507, 130.071, 8.336, 12.728 False
247.229, 130.059, 8.336, 12.761 False
246.952, 130.047, 8.336, 12.794 False
246.674, 130.035, 8.335, 12.827 False
246.397, 130.024, 8.335, 12.860 False
246.119, 130.012, 8.335, 12.893 False
245.841, 130.000, 8.335, 12.926 False
245.564, 129.988, 8.335, 12.959 False
245.286, 129.976, 8.335, 12.992 False
245.009, 129.965, 8.335, 13.025 False
244.731, 129.953, 8.335, 13.058 False
244.453, 129.941, 8.335, 13.091 False
244.176, 129.930, 8.335, 13.124 False
243.898, 129.918, 8.335, 13.157 False
243.621, 129.907, 8.335, 13.190 False
243.343, 129.895, 8.335, 13.223 False
243.066, 129.884, 8.335, 13.256 False
242.788, 129.872, 8.335, 13.289 False
242.510, 129.861, 8.335, 13.322 False
242.233, 129.850, 8.335, 13.355 False
241.955, 129.838, 8.335, 13.388 False
241.678, 129.827, 8.335, 13.421 False
241.400, 129.816, 8.335, 13.454 False
241.122, 129.805, 8.334, 13.487 False
240.845, 129.794, 8.334, 13.520 False
240.567, 129.783, 8.334, 13.553 False
240.290, 129.772, 8.334, 13.586 False
240.012, 129.761, 8.334, 13.619 False
239.735, 129.750, 8.334, 13.652 False
239.457, 129.739, 8.334, 13.685 False
239.179, 129.728, 8.334, 13.718 False
238.902, 129.718, 8.334, 13.751 False
238.624, 129.708, 8.334, 13.784 False
238.346, 129.698, 8.334, 13.817 False
238.069, 129.688, 8.334, 13.850 False
237.791, 129.677, 8.334, 13.883 False
237.514, 129.667, 8.334, 13.916 False
237.236, 129.657, 8.334, 13.949 False
236.958, 129.647, 8.334, 13.982 False
236.681, 129.638, 8.334, 14.015 False
236.403, 129.628, 8.334, 14.048 False
236.126, 129.618, 8.334, 14.081 False
235.848, 129.608, 8.334, 14.114 False
235.570, 129.599, 8.334, 14.147 False
235.293, 129.589, 8.334, 14.180 False
235.015, 129.580, 8.334, 14.213 False
234.737, 129.570, 8.334, 14.246 False
234.460, 129.561, 8.334, 14.279 False
234.182, 129.552, 8.334, 14.312 False
233.904, 129.543, 8.334, 14.345 False
233.627, 129.534, 8.334, 14.378 False
233.349, 129.525, 8.334, 14.411 False
233.071, 129.516, 8.334, 14.444 False
232.794, 129.507, 8.334, 14.477 False
232.516, 129.498, 8.334, 14.510 False
232.238, 129.490, 8.334, 14.543 False
231.961, 129.481, 8.334, 14.576 False
231.683, 129.473, 8.334, 14.609 False
231.406, 129.464, 8.334, 14.642 False
231.128, 129.456, 8.334, 14.675 False
230.850, 129.447, 8.334, 14.708 False
230.573, 129.439, 8.334, 14.741 False
230.295, 129.431, 8.334, 14.774 False
230.017, 129.423, 8.334, 14.807 False
229.740, 129.415, 8.334, 14.840 False
229.462, 129.407, 8.334, 14.873 False
229.184, 129.400, 8.334, 14.906 False
228.907, 129.392, 8.333, 14.939 False
228.629, 129.384, 8.333, 14.972 False
228.351, 129.377, 8.333, 15.005 False
228.073, 129.369, 8.333, 15.038 False
227.796, 129.362, 8.333, 15.071 False
227.518, 129.355, 8.333, 15.104 False
227.240, 129.348, 8.333, 15.137 False
226.963, 129.341, 8.333, 15.170 False
226.685, 129.334, 8.333, 15.203 False
226.407, 129.327, 8.333, 15.236 False
226.130, 129.320, 8.333, 15.269 False
225.852, 129.313, 8.333, 15.302 False
225.574, 129.307, 8.333, 15.335 False
225.296, 129.300, 8.333, 15.368 False
225.019, 129.294, 8.333, 15.401 False
224.741, 129.287, 8.333, 15.434 False
224.463, 129.281, 8.333, 15.467 False
224.186, 129.275, 8.333, 15.500 False
223.908, 129.269, 8.333, 15.533 False
223.630, 129.263, 8.333, 15.566 False
223.353, 129.257, 8.333, 15.599 False
223.075, 129.251, 8.333, 15.632 False
222.797, 129.245, 8.333, 15.665 False
222.519, 129.240, 8.333, 15.698 False
222.242, 129.235, 8.333, 15.731 False
221.964, 129.230, 8.333, 15.764 False
221.686, 129.225, 8.333, 15.797 False
221.408, 129.220, 8.333, 15.830 False
221.131, 129.215, 8.333, 15.863 False
220.853, 129.210, 8.333, 15.896 False
220.575, 129.205, 8.333, 15.929 False
220.298, 129.200, 8.333, 15.962 False
220.020, 129.196, 8.333, 15.995 False
219.742, 129.191, 8.333, 16.028 False
219.464, 129.187, 8.333, 16.061 False
219.187, 129.182, 8.333, 16.094 False
218.909, 129.178, 8.333, 16.127 False
218.631, 129.174, 8.333, 16.160 False
218.353, 129.170, 8.333, 16.193 False
218.076, 129.166, 8.333, 16.226 False
217.798, 129.162, 8.333, 16.259 False
217.520, 129.158, 8.333, 16.292 False
217.242, 129.155, 8.333, 16.325 False
216.965, 129.151, 8.333, 16.358 False
216.687, 129.147, 8.333, 16.391 False
216.409, 129.144, 8.333, 16.424 False
216.132, 129.140, 8.333, 16.457 False
215.854, 129.137, 8.333, 16.490 False
215.576, 129.135, 8.333, 16.523 False
215.298, 129.132, 8.333, 16.556 False
215.021, 129.129, 8.333, 16.589 False
214.743, 129.126, 8.333, 16.622 False
214.465, 129.124, 8.333, 16.655 False
214.187, 129.121, 8.333, 16.688 False
213.909, 129.118, 8.333, 16.721 False
213.632, 129.116, 8.333, 16.754 False
213.354, 129.114, 8.333, 16.787 False
213.076, 129.111, 8.333, 16.820 False
212.798, 129.109, 8.333, 16.853 False
212.521, 129.107, 8.333, 16.886 False
212.243, 129.105, 8.333, 16.919 False
211.965, 129.103, 8.333, 16.952 False
211.687, 129.101, 8.333, 16.985 False
211.409, 129.100, 8.333, 17.018 False
211.132, 129.098, 8.333, 17.051 False
210.854, 129.096, 8.333, 17.084 False
210.576, 129.095, 8.333, 17.117 False
210.298, 129.093, 8.333, 17.150 False
210.021, 129.092, 8.333, 17.183 False
209.743, 129.091, 8.333, 17.216 False
209.465, 129.090, 8.333, 17.249 False
209.187, 129.089, 8.333, 17.282 False
208.909, 129.088, 8.333, 17.315 False
208.632, 129.087, 8.333, 17.348 False
208.354, 129.086, 8.333, 17.381 False
208.076, 129.085, 8.333, 17.414 False
207.798, 129.084, 8.333, 17.447 False
207.521, 129.083, 8.333, 17.480 False
207.243, 129.083, 8.333, 17.513 False
206.965, 129.082, 8.333, 17.546 False
206.687, 129.082, 8.333, 17.579 False
206.410, 129.081, 8.333, 17.612 False
206.132, 129.081, 8.333, 17.645 False
205.854, 129.081, 8.333, 17.678 False
205.576, 129.081, 8.333, 17.711 False
205.298, 129.081, 8.333, 17.744 False
205.021, 129.081, 8.333, 17.777 False
204.743, 129.080, 8.333, 17.810 False
204.465, 129.081, 8.333, 17.843 False
204.187, 129.081, 8.333, 17.876 False
203.910, 129.081, 8.333, 17.909 False
203.632, 129.081, 8.333, 17.942 False
203.354, 129.082, 8.333, 17.975 False
203.076, 129.083, 8.333, 18.008 False
202.798, 129.083, 8.333, 18.041 False
202.521, 129.084, 8.333, 18.074 False
202.243, 129.085, 8.333, 18.107 False
201.965, 129.086, 8.333, 18.140 False
201.687, 129.087, 8.333, 18.173 False
201.410, 129.088, 8.333, 18.206 False
201.132, 129.089, 8.333, 18.239 False
200.854, 129.090, 8.333, 18.272 False
200.576, 129.091, 8.333, 18.305 False
200.298, 129.092, 8.333, 18.338 False
200.021, 129.093, 8.333, 18.371 False
199.743, 129.095, 8.333, 18.404 False
199.465, 129.096, 8.333, 18.437 False
199.187, 129.097, 8.333, 18.470 False
198.910, 129.099, 8.333, 18.503 False
198.632, 129.100, 8.333, 18.536 False
198.354, 129.102, 8.333, 18.569 False
198.076, 129.103, 8.333, 18.602 False
197.799, 129.105, 8.333, 18.635 False
197.521, 129.107, 8.333, 18.668 False
197.243, 129.109, 8.333, 18.701 False
196.965, 129.110, 8.333, 18.734 False
196.687, 129.112, 8.333, 18.767 False
196.410, 129.114, 8.333, 18.800 False
196.132, 129.116, 8.333, 18.833 False
195.854, 129.118, 8.333, 18.866 False
195.576, 129.120, 8.333, 18.899 False
195.299, 129.122, 8.333, 18.932 False
195.021, 129.124, 8.333, 18.965 False
194.743, 129.127, 8.333, 18.998 False
194.465, 129.129, 8.333, 19.031 False
194.187, 129.131, 8.333, 19.064 False
193.910, 129.133, 8.333, 19.097 False
193.632, 129.136, 8.333, 19.130 False
193.354, 129.138, 8.333, 19.163 False
193.076, 129.140, 8.333, 19.196 False
192.799, 129.143, 8.333, 19.229 False
192.521, 129.145, 8.333, 19.262 False
192.243, 129.148, 8.333, 19.295 False
191.965, 129.150, 8.333, 19.328 False
191.687, 129.153, 8.333, 19.361 False
191.410, 129.156, 8.333, 19.394 False
191.132, 129.158, 8.333, 19.427 False
190.854, 129.161, 8.333, 19.460 False
190.576, 129.164, 8.333, 19.493 False
190.299, 129.166, 8.333, 19.526 False
190.021, 129.169, 8.333, 19.559 False
189.743, 129.172, 8.333, 19.592 False
189.465, 129.175, 8.333, 19.625 False
189.188, 129.178, 8.333, 19.658 False
188.910, 129.180, 8.333, 19.691 False
188.632, 129.183, 8.333, 19.724 False
188.354, 129.186, 8.333, 19.757 False
188.077, 129.190, 8.333, 19.790 False
187.799, 129.193, 8.333, 19.823 False
187.521, 129.196, 8.333, 19.856 False
187.244, 129.200, 8.333, 19.889 False
186.966, 129.203, 8.333, 19.922 False
186.688, 129.206, 8.333, 19.955 False
186.410, 129.209, 8.333, 19.988 False
186.133, 129.213, 8.333, 20.021 False
185.855, 129.216, 8.333, 20.054 False
185.577, 129.220, 8.333, 20.087 False
185.299, 129.223, 8.333, 20.120 False
185.022, 129.226, 8.333, 20.153 False
184.744, 129.230, 8.333, 20.186 False
184.466, 129.233, 8.333, 20.219 False
184.188, 129.237, 8.333, 20.252 False
183.911, 129.240, 8.333, 20.285 False
183.633, 129.243, 8.333, 20.318 False
183.355, 129.247, 8.333, 20.351 False
183.078, 129.250, 8.333, 20.384 False
182.800, 129.254, 8.333, 20.417 False
182.522, 129.257, 8.333, 20.450 False
182.244, 129.261, 8.333, 20.483 False
181.967, 129.264, 8.333, 20.516 False
181.689, 129.268, 8.333, 20.549 False
181.411, 129.271, 8.333, 20.582 False
181.133, 129.275, 8.333, 20.615 False
180.856, 129.278, 8.333, 20.648 False
180.578, 129.282, 8.333, 20.681 False
180.300, 129.285, 8.333, 20.714 False
180.022, 129.289, 8.333, 20.747 False
179.745, 129.292, 8.333, 20.780 False
179.467, 129.296, 8.333, 20.813 False
179.189, 129.299, 8.333, 20.846 False
178.911, 129.303, 8.333, 20.879 False
178.634, 129.306, 8.333, 20.912 False
178.356, 129.310, 8.333, 20.945 False
178.078, 129.313, 8.333, 20.978 False
177.801, 129.317, 8.333, 21.011 False
177.523, 129.321, 8.333, 21.044 False
177.245, 129.324, 8.333, 21.077 False
176.967, 129.327, 8.333, 21.110 False
176.690, 129.331, 8.333, 21.143 False
176.412, 129.334, 8.333, 21.176 False
176.134, 129.338, 8.333, 21.209 False
175.856, 129.341, 8.333, 21.242 False
175.579, 129.345, 8.333, 21.275 False
175.301, 129.348, 8.330, 21.308 False
175.024, 129.352, 8.305, 21.341 False
174.749, 129.355, 8.246, 21.374 False
174.477, 129.359, 8.157, 21.407 False
174.209, 129.362, 8.043, 21.440 False
173.945, 129.365, 7.909, 21.473 False
173.686, 129.368, 7.763, 21.506 False
173.432, 129.371, 7.605, 21.539 False
173.184, 129.374, 7.438, 21.572 False
172.941, 129.377, 7.269, 21.605 False
172.704, 129.380, 7.098, 21.638 False
172.472, 129.383, 6.931, 21.671 False
172.246, 129.385, 6.771, 21.704 False
172.025, 129.388, 6.624, 21.737 False
171.808, 129.391, 6.486, 21.770 False
171.595, 129.393, 6.360, 21.803 False
171.386, 129.396, 6.240, 21.836 False
171.181, 129.398, 6.132, 21.869 False
170.979, 129.400, 6.028, 21.902 False
170.780, 129.402, 5.937, 21.935 False
